to_day,meter_number,street,side,district,manufacturer,model,rate,from_day,block_limits,from_time,to_time,limit_hr,limit_min,timer,status,installed,maintenance_route
FRI,9124097,WALNUT ST,S,91,D-E-HP,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SUN,9124098,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
FRI,9124098,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124098,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
FRI,9124098,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SUN,9124099,WALNUT ST,S,91,IN-E-HP,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124099,WALNUT ST,S,91,IN-E-HP,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124099,WALNUT ST,S,91,IN-E-HP,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124099,WALNUT ST,S,91,IN-E-HP,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124100,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124100,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124100,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124100,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124101,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124101,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124101,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124101,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124102,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124102,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124102,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124102,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124103,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124103,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124103,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124103,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124104,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124104,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124104,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124104,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124105,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124105,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124105,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124105,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124106,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124106,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124106,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124106,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124107,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124107,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124107,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124107,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124108,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124108,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124108,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124108,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124109,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124109,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124109,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124109,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124110,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124110,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124110,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124110,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124111,WALNUT ST,S,91,D-E,80,$2.00,SUN,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124111,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124111,WALNUT ST,S,91,D-E,80,$2.00,SAT,1800,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124111,WALNUT ST,S,91,D-E,80,$2.00,MON,1800,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124120,W RITTENHOUSE,W,91,D-E,80,$2.00,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124121,W RITTENHOUSE,W,91,D-E-HP,80,$2.00,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124124,WALNUT ST,S,91,D-E-HP,80,$2.00,SUN,1900,0800A,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124124,WALNUT ST,S,91,D-E-HP,80,$2.00,MON,1900,0930A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124124,WALNUT ST,S,91,D-E-HP,80,$2.00,SUN,1900,0630P,1000P,2,,2HR,"R		",01/31/1975,2-SWQ
SUN,9124125,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0800A,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124125,WALNUT ST,S,91,D-E,80,$2.00,MON,1900,0930A,0330P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124125,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0630P,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SUN,9124126,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0800A,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124126,WALNUT ST,S,91,D-E,80,$2.00,MON,1900,0930A,0330P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124126,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0630P,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SUN,9124127,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0800A,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124127,WALNUT ST,S,91,D-E,80,$2.00,MON,1900,0930A,0330P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124127,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0630P,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SUN,9124128,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0800A,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124128,WALNUT ST,S,91,D-E,80,$2.00,MON,1900,0930A,0330P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124128,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0630P,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SUN,9124129,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0800A,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124129,WALNUT ST,S,91,D-E,80,$2.00,MON,1900,0930A,0330P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124129,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0630P,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SUN,9124130,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0800A,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124130,WALNUT ST,S,91,D-E,80,$2.00,MON,1900,0930A,0330P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124130,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0630P,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SUN,9124131,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0800A,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124131,WALNUT ST,S,91,D-E,80,$2.00,MON,1900,0930A,0330P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124131,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0630P,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SUN,9124132,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0800A,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124132,WALNUT ST,S,91,D-E,80,$2.00,MON,1900,0930A,0330P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124132,WALNUT ST,S,91,D-E,80,$2.00,SUN,1900,0630P,1000P,2,,2HR,"R		",01/02/1961,2-SWQ
SAT,9124136,S 20,W,91,D-E,80,$1.50,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124137,S 20,W,91,D-E,80,$1.50,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124138,S 20,W,91,D-E,80,$1.50,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124139,S 20,W,91,D-E,80,$1.50,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124140,S 20,W,91,D-E,80,$1.50,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124141,S 20,W,91,D-E,80,$1.50,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124143,S 20,W,91,D-E,80,$1.50,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124144,S 20,W,91,D-E,80,$1.50,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124145,S 20,W,91,D-E,80,$1.50,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124146,S 20,W,91,D-E,80,$1.50,MON,200,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124149,WALNUT ST,S,91,D-E-HP,80,$2.50,MON,2000,0800A,0330P,2,,2HR,"I		",01/31/1975,2-SWQ
SAT,9124149,WALNUT ST,S,91,D-E-HP,80,$2.50,SAT,2000,0800A,0630P,2,,2HR,"I		",01/31/1975,2-SWQ
FRI,9124150,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124150,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124151,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124151,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124152,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124152,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124153,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124153,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124154,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124154,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124158,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124158,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124159,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124159,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124160,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124160,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124161,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,3HR,"R		",01/31/1975,2-SWQ
SAT,9124161,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,3HR,"R		",01/31/1975,2-SWQ
FRI,9124162,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,3HR,"R		",01/31/1975,2-SWQ
SAT,9124162,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,3HR,"R		",01/31/1975,2-SWQ
FRI,9124163,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,3HR,"R		",01/31/1975,2-SWQ
SAT,9124163,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,3HR,"R		",01/31/1975,2-SWQ
FRI,9124164,WALNUT ST,S,91,D-E,80,$2.00,MON,2000,0800A,0330P,2,,3HR,"R		",01/31/1975,2-SWQ
SAT,9124164,WALNUT ST,S,91,D-E,80,$2.00,SAT,2000,0800A,0630P,2,,3HR,"R		",01/31/1975,2-SWQ
FRI,9124166,WALNUT ST,S,91,D,80,$2.00,MON,2300,0800A,0330P,3,,3HR,"I		",01/31/1975,2-SWQ
SAT,9124166,WALNUT ST,S,91,D,80,$2.00,SAT,2300,0800A,0630P,3,,3HR,"I		",01/31/1975,2-SWQ
FRI,9124167,WALNUT ST,S,91,D-E-HP,80,$2.50,MON,2100,0800A,0330P,2,,3HR,"I		",01/31/1975,2-SWQ
SAT,9124167,WALNUT ST,S,91,D-E-HP,80,$2.50,SAT,2100,0800A,0630P,2,,3HR,"I		",01/31/1975,2-SWQ
FRI,9124167,WALNUT ST,S,91,D-E-HP,80,$2.50,MON,2100,0630P,1000P,2,,3HR,"I		",01/31/1975,2-SWQ
FRI,9124168,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124168,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124169,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124169,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124170,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,3HR,"R		",01/31/1975,2-SWQ
SAT,9124170,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,3HR,"R		",01/31/1975,2-SWQ
FRI,9124171,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124171,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124172,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124172,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124173,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124173,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124174,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124174,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124175,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124175,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124176,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124176,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124177,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124177,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124178,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124178,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
FRI,9124179,WALNUT ST,S,91,D-E,80,$2.00,MON,2100,0800A,0330P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124179,WALNUT ST,S,91,D-E,80,$2.00,SAT,2100,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124182,S 22,W,91,D-E-HP,80,$2.50,MON,200,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124183,S 22,W,91,D-E,80,$2.50,MON,200,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124184,S 22,W,91,D-E,80,$2.50,MON,200,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124185,S 22,W,91,D-E,80,$2.50,MON,200,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124186,S 22,W,91,D-E,80,$2.50,MON,200,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124187,S 22,W,91,D-E,80,$2.50,MON,200,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124188,S 22,W,91,D-E,80,$2.50,MON,200,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124189,S 22,W,91,D-E,80,$2.50,MON,200,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124190,S 22,W,91,D-E,80,$2.50,MON,200,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
FRI,9124193,S 22,W,91,D-E-HP,80,$2.50,MON,100,0800A,0330P,1,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124193,S 22,W,91,D-E-HP,80,$2.50,SAT,100,0800A,0630P,1,,2HR,"I		",01/02/1981,2-SWQ
FRI,9124194,S 22,W,91,D-E,80,$2.00,MON,100,0800A,0330P,1,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124194,S 22,W,91,D-E,80,$2.00,SAT,100,0800A,0630P,1,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124195,S 22,W,91,D-E,80,$2.00,MON,100,0800A,0330P,1,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124195,S 22,W,91,D-E,80,$2.00,SAT,100,0800A,0630P,1,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124198,WALNUT ST,S,91,D-E-HP,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124198,WALNUT ST,S,91,D-E-HP,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
FRI,9124199,WALNUT ST,S,91,D-E,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124199,WALNUT ST,S,91,D-E,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124200,WALNUT ST,S,91,D-E,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124200,WALNUT ST,S,91,D-E,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124201,WALNUT ST,S,91,D-E,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124201,WALNUT ST,S,91,D-E,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124202,WALNUT ST,S,91,D-E,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124202,WALNUT ST,S,91,D-E,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124203,WALNUT ST,S,91,D-E,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124203,WALNUT ST,S,91,D-E,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124204,WALNUT ST,S,91,D-E,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124204,WALNUT ST,S,91,D-E,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124206,WALNUT ST,S,91,D-E,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124206,WALNUT ST,S,91,D-E,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124207,WALNUT ST,S,91,D-E,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124207,WALNUT ST,S,91,D-E,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124208,WALNUT ST,S,91,D-E,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124208,WALNUT ST,S,91,D-E,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
FRI,9124209,WALNUT ST,S,91,D-E,80,$2.00,MON,2200,0800A,0330P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124209,WALNUT ST,S,91,D-E,80,$2.00,SAT,2200,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124211,S 23,E,91,D-E,80,$2.00,MON,201,0800A,0630P,2,,2HR,"I		",09/20/2013,2-SWQ
SAT,9124212,S 23,E,91,D-E-HP,80,$2.00,MON,201,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124213,S 23,E,91,D-E,80,$2.00,MON,201,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124214,S 23,E,92,D-E,80,$2.00,MON,201,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124215,S 23,E,92,D-E,80,$2.00,MON,201,0800A,0630P,2,,2HR,"R		",01/02/1981,2-SWQ
SAT,9124216,S 23,E,92,D-E,80,$2.00,MON,201,0800A,0630P,2,,2HR,"I		",01/02/1981,2-SWQ
SAT,9124224,S 23,E,91,D-E,80,$2.00,MON,101,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124225,S 23,E,91,D-E,80,$2.00,MON,101,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124226,S 23,E,91,D-E,80,$2.00,MON,101,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124227,S 23,E,91,D-E,80,$2.00,MON,101,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
SAT,9124228,S 23,E,91,D-E,80,$2.00,MON,101,0800A,0630P,2,,2HR,"R		",01/31/1975,2-SWQ
